step,action,position_state,balance,equity,drawdown_pct
1220,BUY,1,16849.92999999984,16850.70999999984,0.0
1221,SELL,-1,16852.66999999984,16852.61999999984,0.0
1222,BUY,1,16867.16999999984,16867.11999999984,0.0
1223,SELL,-1,16865.95999999984,16865.90999999984,0.0072
1224,BUY,1,16871.329999999838,16871.27999999984,0.0
1225,BUY,1,16871.329999999838,16876.059999999838,0.0
1228,SELL,-1,16886.299999999836,16886.249999999836,0.0
1231,SELL,-1,16886.299999999836,16886.999999999836,0.02
1232,BUY,1,16892.889999999836,16892.839999999836,0.0
1233,SELL,-1,16894.749999999836,16894.699999999837,0.0
1235,SELL,-1,16894.749999999836,16889.749999999836,0.0293
1236,SELL,-1,16894.749999999836,16894.059999999838,0.0038
1241,BUY,1,16884.289999999837,16884.239999999838,0.0888
1242,SELL,-1,16885.839999999836,16885.789999999837,0.0796
1243,SELL,-1,16885.839999999836,16894.859999999837,0.0259
1244,BUY,1,16907.099999999835,16907.049999999836,0.0
1246,BUY,1,16907.099999999835,16910.459999999835,0.0
1247,SELL,-1,16948.269999999837,16948.219999999837,0.0
1248,BUY,1,16947.709999999835,16947.659999999836,0.0033
1250,BUY,1,16947.709999999835,16955.879999999834,0.0
1251,SELL,-1,16954.129999999834,16954.079999999834,0.0106
1252,BUY,1,16960.34999999983,16960.299999999832,0.0
1254,SELL,-1,16970.639999999832,16970.589999999833,0.0
1255,SELL,-1,16970.639999999832,16974.339999999833,0.0
1256,SELL,-1,16970.639999999832,16980.319999999832,0.0
1258,BUY,1,16979.21999999983,16979.16999999983,0.0094
1259,SELL,-1,16978.49999999983,16978.44999999983,0.0137
1260,BUY,1,16975.01999999983,16974.96999999983,0.0342
1262,BUY,1,16975.01999999983,16983.63999999983,0.0
1263,SELL,-1,16987.959999999828,16987.90999999983,0.0
1264,CLOSE,0,16988.949999999826,16988.949999999826,0.0
1266,BUY,1,16988.949999999826,16988.899999999827,0.0003
1267,SELL,-1,16992.329999999827,16992.279999999828,0.0
1268,BUY,1,17032.699999999826,17032.649999999827,0.0
1269,BUY,1,17032.699999999826,17031.429999999826,0.0072
1270,SELL,-1,17034.799999999825,17034.749999999825,0.0
1271,SELL,-1,17034.799999999825,17037.589999999826,0.0
1272,BUY,1,17040.029999999824,17039.979999999825,0.0
1273,BUY,1,17040.029999999824,17041.149999999823,0.0
1274,BUY,1,17040.029999999824,17038.119999999824,0.0178
1275,SELL,-1,17049.669999999824,17049.619999999824,0.0
1276,CLOSE,0,17060.24999999982,17060.24999999982,0.0
1277,CLOSE,0,17060.24999999982,17060.24999999982,0.0
1278,SELL,-1,17060.24999999982,17060.199999999822,0.0003
1280,BUY,1,17065.019999999822,17064.969999999823,0.0
1281,SELL,-1,17069.219999999823,17069.169999999824,0.0
1282,BUY,1,17080.719999999823,17080.669999999824,0.0
1284,CLOSE,0,17096.809999999823,17096.809999999823,0.0
1285,CLOSE,0,17096.809999999823,17096.809999999823,0.0
1286,BUY,1,17096.809999999823,17096.759999999824,0.0003
1287,SELL,-1,17097.97999999982,17097.929999999822,0.0
1289,CLOSE,0,17138.30999999982,17138.30999999982,0.0
1290,BUY,1,17138.30999999982,17138.25999999982,0.0003
1291,BUY,1,17138.30999999982,17139.68999999982,0.0
1292,BUY,1,17138.30999999982,17137.17999999982,0.0146
1293,BUY,1,17138.30999999982,17132.319999999818,0.043
1294,BUY,1,17138.30999999982,17138.14999999982,0.009
1295,BUY,1,17138.30999999982,17134.71999999982,0.029
1296,BUY,1,17138.30999999982,17134.11999999982,0.0325
1297,BUY,1,17138.30999999982,17138.32999999982,0.0079
1298,BUY,1,17138.30999999982,17141.11999999982,0.0
1299,BUY,1,17138.30999999982,17148.22999999982,0.0
1300,BUY,1,17138.30999999982,17149.80999999982,0.0
1301,SELL,-1,17143.67999999982,17143.62999999982,0.036
1302,SELL,-1,17143.67999999982,17145.279999999817,0.0264
1303,CLOSE,0,17146.709999999817,17146.709999999817,0.0181
1304,SELL,-1,17146.709999999817,17146.659999999818,0.0184
1305,SELL,-1,17146.709999999817,17151.319999999818,0.0
1306,SELL,-1,17146.709999999817,17159.809999999816,0.0
1307,SELL,-1,17146.709999999817,17171.129999999815,0.0
1308,SELL,-1,17146.709999999817,17190.939999999817,0.0
1309,SELL,-1,17146.709999999817,17185.659999999818,0.0307
1310,BUY,1,17260.799999999817,17260.749999999818,0.0
1311,BUY,1,17260.799999999817,17265.129999999815,0.0
1312,BUY,1,17260.799999999817,17265.199999999815,0.0
1313,BUY,1,17260.799999999817,17268.249999999818,0.0
1315,BUY,1,17260.799999999817,17277.399999999816,0.0
1316,BUY,1,17260.799999999817,17274.139999999818,0.0189
1317,BUY,1,17260.799999999817,17272.299999999817,0.0295
1318,CLOSE,0,17277.969999999816,17277.969999999816,0.0
1319,SELL,-1,17277.969999999816,17277.919999999816,0.0003
1321,BUY,1,17280.699999999815,17280.649999999816,0.0
1322,BUY,1,17280.699999999815,17283.059999999816,0.0
1323,SELL,-1,17290.109999999815,17290.059999999816,0.0
1324,BUY,1,17295.289999999815,17295.239999999816,0.0
1325,BUY,1,17295.289999999815,17297.719999999816,0.0
1326,BUY,1,17295.289999999815,17303.449999999815,0.0
1327,CLOSE,0,17305.249999999814,17305.249999999814,0.0
1328,SELL,-1,17305.249999999814,17305.199999999815,0.0003
1329,BUY,1,17311.239999999816,17311.189999999817,0.0
1330,BUY,1,17311.239999999816,17315.179999999815,0.0
1331,CLOSE,0,17443.809999999816,17443.809999999816,0.0
1332,CLOSE,0,17443.809999999816,17443.809999999816,0.0
1333,BUY,1,17443.809999999816,17443.759999999817,0.0003
1334,CLOSE,0,17450.669999999816,17450.669999999816,0.0
1335,CLOSE,0,17450.669999999816,17450.669999999816,0.0
1336,BUY,1,17450.669999999816,17450.619999999817,0.0003
1337,CLOSE,0,17461.789999999815,17461.789999999815,0.0
1338,SELL,-1,17461.789999999815,17461.739999999816,0.0003
1339,BUY,1,17471.179999999815,17471.129999999815,0.0
1340,BUY,1,17471.179999999815,17472.969999999816,0.0
1341,BUY,1,17471.179999999815,17470.919999999816,0.0117
1342,BUY,1,17471.179999999815,17470.779999999817,0.0125
1343,BUY,1,17471.179999999815,17484.999999999814,0.0
1344,BUY,1,17471.179999999815,17484.759999999813,0.0014
1345,BUY,1,17471.179999999815,17488.349999999817,0.0
1346,BUY,1,17471.179999999815,17487.009999999813,0.0077
1347,BUY,1,17471.179999999815,17484.369999999813,0.0228
1348,BUY,1,17471.179999999815,17486.359999999815,0.0114
1350,SELL,-1,17494.359999999815,17494.309999999816,0.0
1351,SELL,-1,17494.359999999815,17500.489999999816,0.0
1352,BUY,1,17518.709999999817,17518.659999999818,0.0
1353,CLOSE,0,17518.889999999818,17518.889999999818,0.0
1354,BUY,1,17518.889999999818,17518.83999999982,0.0003
1355,CLOSE,0,17515.92999999982,17515.92999999982,0.0169
1356,SELL,-1,17515.92999999982,17515.87999999982,0.0172
1357,SELL,-1,17515.92999999982,17519.19999999982,0.0
1358,BUY,1,17524.909999999818,17524.85999999982,0.0
1359,CLOSE,0,17529.76999999982,17529.76999999982,0.0
1360,BUY,1,17529.76999999982,17529.71999999982,0.0003
1361,BUY,1,17529.76999999982,17530.03999999982,0.0
1362,CLOSE,0,17534.19999999982,17534.19999999982,0.0
1363,CLOSE,0,17534.19999999982,17534.19999999982,0.0
1364,SELL,-1,17534.19999999982,17534.14999999982,0.0003
1365,CLOSE,0,17537.319999999818,17537.319999999818,0.0
1366,SELL,-1,17537.319999999818,17537.26999999982,0.0003
1367,BUY,1,17539.559999999816,17539.509999999817,0.0
1368,SELL,-1,17544.949999999815,17544.899999999816,0.0
1369,BUY,1,17545.459999999814,17545.409999999814,0.0
1370,SELL,-1,17550.379999999812,17550.329999999813,0.0
1371,BUY,1,17552.219999999812,17552.169999999813,0.0
1373,CLOSE,0,17567.169999999813,17567.169999999813,0.0
1374,SELL,-1,17567.169999999813,17567.119999999813,0.0003
1375,CLOSE,0,17567.479999999814,17567.479999999814,0.0
1376,CLOSE,0,17567.479999999814,17567.479999999814,0.0
1378,SELL,-1,17567.479999999814,17567.429999999815,0.0003
1379,BUY,1,17569.529999999813,17569.479999999814,0.0
1380,BUY,1,17569.529999999813,17572.69999999981,0.0
1383,SELL,-1,17566.339999999815,17566.289999999815,0.0365
1384,CLOSE,0,17568.289999999815,17568.289999999815,0.0251
1385,CLOSE,0,17568.289999999815,17568.289999999815,0.0251
1386,BUY,1,17568.289999999815,17568.239999999816,0.0254
1387,BUY,1,17568.289999999815,17567.059999999816,0.0321
1389,BUY,1,17568.289999999815,17570.449999999815,0.0128
1390,SELL,-1,17569.759999999817,17569.709999999817,0.017
1391,CLOSE,0,17569.269999999815,17569.269999999815,0.0195
1392,SELL,-1,17569.269999999815,17569.219999999816,0.0198
1393,SELL,-1,17569.269999999815,17573.539999999815,0.0
1394,CLOSE,0,17636.159999999814,17636.159999999814,0.0
1395,BUY,1,17636.159999999814,17636.109999999815,0.0003
1396,BUY,1,17636.159999999814,17634.159999999814,0.0113
1398,SELL,-1,17643.099999999813,17643.049999999814,0.0
1399,CLOSE,0,17656.369999999813,17656.369999999813,0.0
1400,SELL,-1,17656.369999999813,17656.319999999814,0.0003
1401,BUY,1,17661.69999999981,17661.649999999812,0.0
1402,SELL,-1,17663.73999999981,17663.68999999981,0.0
1403,SELL,-1,17663.73999999981,17661.73999999981,0.011
1404,SELL,-1,17663.73999999981,17662.679999999807,0.0057
1405,CLOSE,0,17675.069999999807,17675.069999999807,0.0
1406,SELL,-1,17675.069999999807,17675.019999999808,0.0003
1407,BUY,1,17686.429999999807,17686.37999999981,0.0
1408,BUY,1,17686.429999999807,17693.27999999981,0.0
1409,BUY,1,17686.429999999807,17689.55999999981,0.021
1410,CLOSE,0,17709.41999999981,17709.41999999981,0.0
1411,CLOSE,0,17709.41999999981,17709.41999999981,0.0
1412,BUY,1,17709.41999999981,17709.36999999981,0.0003
1413,BUY,1,17709.41999999981,17714.16999999981,0.0
1414,BUY,1,17709.41999999981,17717.21999999981,0.0
1415,SELL,-1,17729.07999999981,17729.02999999981,0.0
1419,BUY,1,17738.859999999808,17738.80999999981,0.0
1420,SELL,-1,17739.819999999807,17739.769999999808,0.0
1421,BUY,1,17743.469999999805,17743.419999999805,0.0
1422,CLOSE,0,17743.589999999804,17743.589999999804,0.0
1424,SELL,-1,17743.589999999804,17743.539999999804,0.0003
1425,SELL,-1,17743.589999999804,17743.689999999802,0.0
1426,SELL,-1,17743.589999999804,17743.659999999803,0.0002
1427,SELL,-1,17743.589999999804,17743.459999999803,0.0013
1428,BUY,1,17742.259999999806,17742.209999999806,0.0083
1430,CLOSE,0,17747.779999999806,17747.779999999806,0.0
1431,SELL,-1,17747.779999999806,17747.729999999807,0.0003
1432,BUY,1,17751.349999999806,17751.299999999806,0.0
1433,CLOSE,0,17755.049999999806,17755.049999999806,0.0
1435,SELL,-1,17755.049999999806,17754.999999999807,0.0003
1436,BUY,1,17792.069999999807,17792.019999999808,0.0
1437,CLOSE,0,17797.98999999981,17797.98999999981,0.0
1438,BUY,1,17797.98999999981,17797.93999999981,0.0003
1439,BUY,1,17797.98999999981,17802.299999999806,0.0
1440,CLOSE,0,17807.88999999981,17807.88999999981,0.0
1441,SELL,-1,17807.88999999981,17807.83999999981,0.0003
1442,BUY,1,17812.87999999981,17812.82999999981,0.0
1445,SELL,-1,17817.70999999981,17817.65999999981,0.0
1446,CLOSE,0,17822.80999999981,17822.80999999981,0.0
1448,SELL,-1,17822.80999999981,17822.75999999981,0.0003
1449,BUY,1,17825.89999999981,17825.84999999981,0.0
1451,BUY,1,17825.89999999981,17827.839999999807,0.0055
1454,BUY,1,17825.89999999981,17827.52999999981,0.0083
1455,SELL,-1,17829.55999999981,17829.50999999981,0.0
