step,action,position_state,balance,equity,drawdown_pct
634,BUY,1,14490.269999999924,14490.219999999925,0.0
637,BUY,1,14490.269999999924,14499.289999999924,0.0041
638,BUY,1,14490.269999999924,14543.719999999925,0.0
639,BUY,1,14490.269999999924,14545.469999999925,0.0
640,BUY,1,14490.269999999924,14547.439999999924,0.0
641,BUY,1,14490.269999999924,14559.919999999924,0.0
642,CLOSE,0,14567.729999999923,14567.729999999923,0.0
643,BUY,1,14567.729999999923,14567.679999999924,0.0003
644,SELL,-1,14572.769999999922,14572.719999999921,0.0
645,CLOSE,0,14573.399999999921,14573.399999999921,0.0
646,BUY,1,14573.399999999921,14573.349999999922,0.0003
647,SELL,-1,14578.81999999992,14578.76999999992,0.0
648,SELL,-1,14578.81999999992,14579.98999999992,0.0
653,BUY,1,14586.439999999919,14586.38999999992,0.0001
655,SELL,-1,14591.95999999992,14591.90999999992,0.0
656,BUY,1,14608.38999999992,14608.33999999992,0.0
657,BUY,1,14608.38999999992,14609.369999999919,0.0
659,SELL,-1,14660.029999999919,14659.97999999992,0.0
660,BUY,1,14664.319999999918,14664.269999999917,0.0
661,SELL,-1,14665.569999999916,14665.519999999917,0.0
662,CLOSE,0,14669.799999999916,14669.799999999916,0.0
663,SELL,-1,14669.799999999916,14669.749999999916,0.0003
664,SELL,-1,14669.799999999916,14672.729999999916,0.0
666,BUY,1,14674.339999999916,14674.289999999917,0.0065
667,CLOSE,0,14674.629999999917,14674.629999999917,0.0042
668,BUY,1,14674.629999999917,14674.579999999918,0.0046
669,BUY,1,14674.629999999917,14675.119999999917,0.0009
670,SELL,-1,14682.959999999917,14682.909999999916,0.0
671,SELL,-1,14682.959999999917,14696.309999999918,0.0
672,CLOSE,0,14703.799999999917,14703.799999999917,0.0
675,SELL,-1,14703.799999999917,14703.749999999916,0.0003
676,BUY,1,14709.799999999917,14709.749999999916,0.0
679,BUY,1,14709.799999999917,14716.969999999917,0.0
680,SELL,-1,14737.419999999918,14737.369999999919,0.0
682,BUY,1,14735.909999999918,14735.859999999917,0.0548
683,CLOSE,0,14737.639999999918,14737.639999999918,0.0427
684,CLOSE,0,14737.639999999918,14737.639999999918,0.0427
685,SELL,-1,14737.639999999918,14737.589999999916,0.0431
686,SELL,-1,14737.639999999918,14738.219999999917,0.0388
687,SELL,-1,14737.639999999918,14744.559999999918,0.0
688,SELL,-1,14737.639999999918,14754.049999999917,0.0
689,CLOSE,0,14754.189999999917,14754.189999999917,0.0
690,CLOSE,0,14754.189999999917,14754.189999999917,0.0
691,BUY,1,14754.189999999917,14754.139999999916,0.0003
692,SELL,-1,14756.489999999916,14756.439999999915,0.0
694,CLOSE,0,14757.819999999916,14757.819999999916,0.0113
695,SELL,-1,14757.819999999916,14757.769999999917,0.0117
696,BUY,1,14763.569999999916,14763.519999999917,0.0
697,CLOSE,0,14763.549999999916,14763.549999999916,0.0
698,BUY,1,14763.549999999916,14763.499999999916,0.0003
699,CLOSE,0,14772.369999999915,14772.369999999915,0.0
700,SELL,-1,14772.369999999915,14772.319999999916,0.0003
701,CLOSE,0,14802.199999999915,14802.199999999915,0.0
702,BUY,1,14802.199999999915,14802.149999999914,0.0003
703,CLOSE,0,14803.769999999915,14803.769999999915,0.0
704,CLOSE,0,14803.769999999915,14803.769999999915,0.0
705,CLOSE,0,14803.769999999915,14803.769999999915,0.0
706,SELL,-1,14803.769999999915,14803.719999999914,0.0003
707,SELL,-1,14803.769999999915,14809.439999999915,0.0
708,CLOSE,0,14810.969999999914,14810.969999999914,0.0
709,CLOSE,0,14810.969999999914,14810.969999999914,0.0
710,BUY,1,14810.969999999914,14810.919999999915,0.0003
711,SELL,-1,14823.219999999914,14823.169999999915,0.0
712,CLOSE,0,14824.049999999914,14824.049999999914,0.0
713,BUY,1,14824.049999999914,14823.999999999913,0.0003
715,SELL,-1,14825.499999999913,14825.449999999913,0.0094
716,CLOSE,0,14829.669999999913,14829.669999999913,0.0
717,SELL,-1,14829.669999999913,14829.619999999912,0.0003
719,BUY,1,14836.019999999913,14835.969999999914,0.0
721,BUY,1,14836.019999999913,14837.349999999913,0.0068
722,SELL,-1,14841.699999999913,14841.649999999914,0.0
723,BUY,1,14846.229999999912,14846.179999999913,0.0
724,BUY,1,14846.229999999912,14850.189999999911,0.0
725,BUY,1,14846.229999999912,14855.499999999913,0.0
726,CLOSE,0,14857.509999999911,14857.509999999911,0.0
727,SELL,-1,14857.509999999911,14857.459999999912,0.0003
728,SELL,-1,14857.509999999911,14857.759999999911,0.0
729,SELL,-1,14857.509999999911,14865.549999999912,0.0
730,CLOSE,0,14866.209999999912,14866.209999999912,0.0
732,BUY,1,14866.209999999912,14866.159999999913,0.0003
733,CLOSE,0,14869.96999999991,14869.96999999991,0.0
734,SELL,-1,14869.96999999991,14869.919999999911,0.0003
735,SELL,-1,14869.96999999991,14873.439999999911,0.0
736,BUY,1,14873.68999999991,14873.639999999908,0.0
738,BUY,1,14873.68999999991,14877.389999999908,0.0
739,SELL,-1,14879.809999999909,14879.759999999907,0.0
740,BUY,1,14882.879999999908,14882.829999999907,0.0
741,SELL,-1,14883.579999999907,14883.529999999908,0.0
742,SELL,-1,14883.579999999907,14889.749999999907,0.0
743,CLOSE,0,14894.329999999907,14894.329999999907,0.0
744,BUY,1,14894.329999999907,14894.279999999908,0.0003
745,BUY,1,14894.329999999907,14895.879999999906,0.0
746,BUY,1,14894.329999999907,14893.789999999906,0.014
747,BUY,1,14894.329999999907,14898.329999999907,0.0
748,BUY,1,14894.329999999907,14898.879999999906,0.0
749,CLOSE,0,14902.129999999906,14902.129999999906,0.0
750,SELL,-1,14902.129999999906,14902.079999999907,0.0003
751,BUY,1,14912.069999999905,14912.019999999906,0.0
752,BUY,1,14912.069999999905,14923.229999999905,0.0
753,SELL,-1,14927.579999999904,14927.529999999904,0.0
754,SELL,-1,14927.579999999904,14933.139999999903,0.0
755,CLOSE,0,14934.849999999904,14934.849999999904,0.0
760,SELL,-1,14934.849999999904,14934.799999999905,0.0003
761,SELL,-1,14934.849999999904,14931.509999999904,0.0224
763,SELL,-1,14934.849999999904,14935.919999999904,0.0
764,BUY,1,14955.069999999903,14955.019999999902,0.0
765,SELL,-1,14959.399999999903,14959.349999999904,0.0
766,SELL,-1,14959.399999999903,14962.739999999903,0.0
768,SELL,-1,14959.399999999903,14960.749999999902,0.0133
769,SELL,-1,14959.399999999903,14960.329999999904,0.0161
770,SELL,-1,14959.399999999903,14962.609999999902,0.0009
771,SELL,-1,14959.399999999903,14965.859999999902,0.0
772,SELL,-1,14959.399999999903,14968.429999999902,0.0
773,BUY,1,14972.209999999903,14972.159999999902,0.0
774,BUY,1,14972.209999999903,14974.079999999904,0.0
775,BUY,1,14972.209999999903,14975.069999999901,0.0
776,SELL,-1,14978.659999999902,14978.609999999902,0.0
778,SELL,-1,14978.659999999902,14980.889999999901,0.0137
780,BUY,1,14990.739999999902,14990.6899999999,0.0
782,BUY,1,14990.739999999902,14998.669999999902,0.0
783,SELL,-1,15001.329999999902,15001.2799999999,0.0
784,SELL,-1,15001.329999999902,15003.229999999901,0.0
785,CLOSE,0,15048.579999999902,15048.579999999902,0.0
786,BUY,1,15048.579999999902,15048.5299999999,0.0003
787,CLOSE,0,15051.389999999901,15051.389999999901,0.0
789,SELL,-1,15051.389999999901,15051.339999999902,0.0003
790,BUY,1,15057.549999999901,15057.499999999902,0.0
792,SELL,-1,15070.539999999899,15070.4899999999,0.0
795,SELL,-1,15070.539999999899,15085.819999999898,0.0
796,SELL,-1,15070.539999999899,15086.299999999897,0.0
797,BUY,1,15092.599999999899,15092.549999999897,0.0
799,SELL,-1,15096.419999999898,15096.369999999897,0.0007
802,BUY,1,15110.599999999897,15110.549999999897,0.0
804,BUY,1,15110.599999999897,15120.559999999896,0.0
805,SELL,-1,15121.819999999896,15121.769999999895,0.0
806,SELL,-1,15121.819999999896,15137.789999999895,0.0
807,CLOSE,0,15148.279999999895,15148.279999999895,0.0
809,BUY,1,15148.279999999895,15148.229999999894,0.0003
810,BUY,1,15148.279999999895,15156.869999999895,0.0
811,CLOSE,0,15160.579999999896,15160.579999999896,0.0
812,CLOSE,0,15160.579999999896,15160.579999999896,0.0
813,SELL,-1,15160.579999999896,15160.529999999897,0.0003
815,SELL,-1,15160.579999999896,15167.119999999897,0.003
816,BUY,1,15166.849999999897,15166.799999999897,0.0051
817,BUY,1,15166.849999999897,15169.489999999896,0.0
818,SELL,-1,15173.879999999896,15173.829999999896,0.0
819,CLOSE,0,15185.719999999896,15185.719999999896,0.0
820,SELL,-1,15185.719999999896,15185.669999999896,0.0003
821,CLOSE,0,15189.519999999895,15189.519999999895,0.0
822,CLOSE,0,15189.519999999895,15189.519999999895,0.0
823,SELL,-1,15189.519999999895,15189.469999999896,0.0003
825,BUY,1,15193.839999999895,15193.789999999895,0.0
826,BUY,1,15193.839999999895,15213.159999999894,0.0
828,SELL,-1,15230.359999999895,15230.309999999896,0.0011
829,BUY,1,15234.029999999895,15233.979999999894,0.0
830,CLOSE,0,15236.069999999894,15236.069999999894,0.0
831,SELL,-1,15236.069999999894,15236.019999999895,0.0003
832,SELL,-1,15236.069999999894,15237.059999999894,0.0
833,SELL,-1,15236.069999999894,15238.239999999894,0.0
834,SELL,-1,15236.069999999894,15239.799999999894,0.0
835,SELL,-1,15236.069999999894,15242.049999999894,0.0
836,CLOSE,0,15242.349999999893,15242.349999999893,0.0
837,SELL,-1,15242.349999999893,15242.299999999894,0.0003
838,SELL,-1,15242.349999999893,15247.259999999893,0.0
840,BUY,1,15251.579999999893,15251.529999999893,0.0
841,BUY,1,15251.579999999893,15253.579999999893,0.0
842,BUY,1,15251.579999999893,15252.549999999894,0.0068
844,BUY,1,15251.579999999893,15254.169999999893,0.0
845,BUY,1,15251.579999999893,15258.209999999894,0.0
846,SELL,-1,15257.909999999893,15257.859999999891,0.0023
848,CLOSE,0,15325.74999999989,15325.74999999989,0.0
849,BUY,1,15325.74999999989,15325.699999999892,0.0003
850,BUY,1,15325.74999999989,15324.07999999989,0.0109
854,CLOSE,0,15322.969999999892,15322.969999999892,0.0335
855,SELL,-1,15322.969999999892,15322.919999999893,0.0338
856,BUY,1,15334.759999999891,15334.70999999989,0.0
857,BUY,1,15334.759999999891,15341.05999999989,0.0
858,BUY,1,15334.759999999891,15341.90999999989,0.0
859,SELL,-1,15343.71999999989,15343.66999999989,0.0
860,SELL,-1,15343.71999999989,15348.51999999989,0.0
862,CLOSE,0,15359.33999999989,15359.33999999989,0.0
863,BUY,1,15359.33999999989,15359.289999999888,0.0003
864,BUY,1,15359.33999999989,15366.42999999989,0.0
865,CLOSE,0,15365.22999999989,15365.22999999989,0.0078
866,SELL,-1,15365.22999999989,15365.179999999891,0.0081
867,SELL,-1,15365.22999999989,15376.00999999989,0.0
868,SELL,-1,15365.22999999989,15381.15999999989,0.0
869,SELL,-1,15365.22999999989,15390.55999999989,0.0
870,CLOSE,0,15393.699999999892,15393.699999999892,0.0
872,SELL,-1,15393.699999999892,15393.649999999892,0.0003
873,SELL,-1,15393.699999999892,15399.839999999891,0.0
874,SELL,-1,15393.699999999892,15403.329999999893,0.0
875,SELL,-1,15393.699999999892,15408.109999999891,0.0
876,SELL,-1,15393.699999999892,15409.199999999892,0.0
877,BUY,1,15412.189999999891,15412.13999999989,0.0
878,CLOSE,0,15411.589999999891,15411.589999999891,0.0036
879,CLOSE,0,15411.589999999891,15411.589999999891,0.0036
880,SELL,-1,15411.589999999891,15411.539999999892,0.0039
881,SELL,-1,15411.589999999891,15411.039999999892,0.0071
882,SELL,-1,15411.589999999891,15418.90999999989,0.0
883,SELL,-1,15411.589999999891,15425.089999999891,0.0
884,BUY,1,15428.81999999989,15428.769999999891,0.0
885,CLOSE,0,15441.34999999989,15441.34999999989,0.0
887,CLOSE,0,15441.34999999989,15441.34999999989,0.0
888,SELL,-1,15441.34999999989,15441.29999999989,0.0003
889,CLOSE,0,15442.649999999889,15442.649999999889,0.0
890,BUY,1,15442.649999999889,15442.59999999989,0.0003
891,CLOSE,0,15447.019999999888,15447.019999999888,0.0
894,SELL,-1,15447.019999999888,15446.969999999888,0.0003
895,BUY,1,15447.289999999888,15447.239999999889,0.0
896,CLOSE,0,15451.569999999887,15451.569999999887,0.0
898,SELL,-1,15451.569999999887,15451.519999999888,0.0003
899,CLOSE,0,15451.839999999887,15451.839999999887,0.0
900,CLOSE,0,15451.839999999887,15451.839999999887,0.0
901,BUY,1,15451.839999999887,15451.789999999888,0.0003
902,CLOSE,0,15453.689999999886,15453.689999999886,0.0
903,SELL,-1,15453.689999999886,15453.639999999887,0.0003
904,BUY,1,15460.379999999885,15460.329999999885,0.0
905,BUY,1,15460.379999999885,15466.039999999884,0.0
906,CLOSE,0,15467.359999999884,15467.359999999884,0.0
907,CLOSE,0,15467.359999999884,15467.359999999884,0.0
908,SELL,-1,15467.359999999884,15467.309999999885,0.0003
909,SELL,-1,15467.359999999884,15462.699999999884,0.0301
911,SELL,-1,15467.359999999884,15502.739999999885,0.0
912,BUY,1,15510.839999999884,15510.789999999884,0.0
914,BUY,1,15510.839999999884,15512.419999999884,0.0
915,SELL,-1,15512.959999999883,15512.909999999883,0.0
916,SELL,-1,15512.959999999883,15517.299999999883,0.0
917,CLOSE,0,15523.369999999883,15523.369999999883,0.0
918,SELL,-1,15523.369999999883,15523.319999999883,0.0003
919,SELL,-1,15523.369999999883,15529.389999999883,0.0
920,BUY,1,15536.189999999882,15536.139999999883,0.0
921,SELL,-1,15540.989999999882,15540.939999999882,0.0
922,BUY,1,15545.10999999988,15545.059999999881,0.0
923,BUY,1,15545.10999999988,15543.95999999988,0.0071
925,SELL,-1,15548.24999999988,15548.19999999988,0.0
926,BUY,1,15556.64999999988,15556.599999999878,0.0
928,CLOSE,0,15567.649999999878,15567.649999999878,0.0
929,BUY,1,15567.649999999878,15567.599999999878,0.0003
932,BUY,1,15567.649999999878,15595.319999999878,0.0
933,CLOSE,0,15591.679999999877,15591.679999999877,0.0233
934,BUY,1,15591.679999999877,15591.629999999877,0.0237
935,BUY,1,15591.679999999877,15594.899999999876,0.0027
936,SELL,-1,15598.159999999876,15598.109999999877,0.0
937,SELL,-1,15598.159999999876,15604.179999999877,0.0
938,SELL,-1,15598.159999999876,15602.139999999876,0.0131
939,SELL,-1,15598.159999999876,15611.149999999876,0.0
940,SELL,-1,15598.159999999876,15609.979999999876,0.0075
941,CLOSE,0,15615.049999999876,15615.049999999876,0.0
942,CLOSE,0,15615.049999999876,15615.049999999876,0.0
945,SELL,-1,15615.049999999876,15614.999999999876,0.0003
946,SELL,-1,15615.049999999876,15614.949999999875,0.0006
947,BUY,1,15620.939999999875,15620.889999999876,0.0
948,BUY,1,15620.939999999875,15587.459999999875,0.214
950,BUY,1,15620.939999999875,15604.289999999874,0.1063
951,BUY,1,15620.939999999875,15608.259999999875,0.0809
952,SELL,-1,15610.889999999876,15610.839999999876,0.0643
954,BUY,1,15639.249999999876,15639.199999999877,0.0
955,SELL,-1,15648.529999999875,15648.479999999876,0.0
956,BUY,1,15646.629999999874,15646.579999999874,0.0121
957,SELL,-1,15652.489999999874,15652.439999999875,0.0
958,CLOSE,0,15657.569999999874,15657.569999999874,0.0
960,BUY,1,15657.569999999874,15657.519999999873,0.0003
962,BUY,1,15657.569999999874,15663.009999999875,0.0003
965,CLOSE,0,15669.599999999875,15669.599999999875,0.0051
967,CLOSE,0,15669.599999999875,15669.599999999875,0.0051
968,SELL,-1,15669.599999999875,15669.549999999876,0.0054
970,SELL,-1,15669.599999999875,15677.839999999875,0.0
971,SELL,-1,15669.599999999875,15680.669999999875,0.0
973,BUY,1,15673.009999999875,15672.959999999875,0.0576
974,BUY,1,15673.009999999875,15780.659999999874,0.0
975,CLOSE,0,15786.329999999874,15786.329999999874,0.0
976,CLOSE,0,15786.329999999874,15786.329999999874,0.0
977,SELL,-1,15786.329999999874,15786.279999999875,0.0003
978,BUY,1,15796.919999999875,15796.869999999875,0.0
979,BUY,1,15796.919999999875,15805.919999999875,0.0
980,BUY,1,15796.919999999875,15808.839999999873,0.0
981,SELL,-1,15819.469999999874,15819.419999999875,0.0
982,BUY,1,15820.969999999874,15820.919999999875,0.0
983,BUY,1,15820.969999999874,15818.339999999873,0.0163
985,CLOSE,0,15841.739999999874,15841.739999999874,0.0
988,SELL,-1,15841.739999999874,15841.689999999875,0.0003
989,CLOSE,0,15835.809999999874,15835.809999999874,0.0374
990,BUY,1,15835.809999999874,15835.759999999875,0.0377
992,CLOSE,0,15851.579999999874,15851.579999999874,0.0
993,BUY,1,15851.579999999874,15851.529999999875,0.0003
994,SELL,-1,15845.469999999874,15845.419999999875,0.0389
995,BUY,1,15849.329999999874,15849.279999999875,0.0145
996,BUY,1,15849.329999999874,15858.619999999875,0.0
997,CLOSE,0,15887.109999999873,15887.109999999873,0.0
998,CLOSE,0,15887.109999999873,15887.109999999873,0.0
999,SELL,-1,15887.109999999873,15887.059999999874,0.0003
1000,CLOSE,0,15896.889999999872,15896.889999999872,0.0
1001,CLOSE,0,15896.889999999872,15896.889999999872,0.0
1002,SELL,-1,15896.889999999872,15896.839999999873,0.0003
1003,BUY,1,15897.279999999872,15897.229999999872,0.0
1004,SELL,-1,15894.73999999987,15894.689999999871,0.016
1005,SELL,-1,15894.73999999987,15899.659999999869,0.0
1007,CLOSE,0,15900.76999999987,15900.76999999987,0.0195
1008,BUY,1,15900.76999999987,15900.71999999987,0.0198
1009,SELL,-1,15902.959999999868,15902.909999999869,0.006
1010,BUY,1,15911.709999999868,15911.659999999869,0.0
1011,BUY,1,15911.709999999868,15917.449999999868,0.0
1012,BUY,1,15911.709999999868,15915.069999999869,0.015
1013,CLOSE,0,15921.629999999868,15921.629999999868,0.0
1015,CLOSE,0,15921.629999999868,15921.629999999868,0.0
1016,BUY,1,15921.629999999868,15921.579999999867,0.0003
1017,CLOSE,0,15932.249999999869,15932.249999999869,0.0
1018,CLOSE,0,15932.249999999869,15932.249999999869,0.0
1019,SELL,-1,15932.249999999869,15932.19999999987,0.0003
1020,CLOSE,0,15942.529999999868,15942.529999999868,0.0
1021,BUY,1,15942.529999999868,15942.479999999869,0.0003
1022,BUY,1,15942.529999999868,15944.199999999868,0.0
1024,BUY,1,15942.529999999868,15947.479999999869,0.0
1025,CLOSE,0,15952.909999999869,15952.909999999869,0.0
1026,BUY,1,15952.909999999869,15952.85999999987,0.0003
1027,BUY,1,15952.909999999869,15951.69999999987,0.0076
1028,CLOSE,0,15954.489999999869,15954.489999999869,0.0
1030,BUY,1,15954.489999999869,15954.439999999868,0.0003
1031,BUY,1,15954.489999999869,15953.029999999868,0.0092
1032,BUY,1,15954.489999999869,15959.999999999869,0.0
1033,BUY,1,15954.489999999869,15961.579999999867,0.0
1034,SELL,-1,15965.489999999867,15965.439999999868,0.0
1035,BUY,1,15970.029999999866,15969.979999999865,0.0
1036,CLOSE,0,15972.219999999867,15972.219999999867,0.0
1037,BUY,1,15972.219999999867,15972.169999999867,0.0003
1039,BUY,1,15972.219999999867,15981.129999999866,0.0
1040,SELL,-1,15985.229999999865,15985.179999999866,0.0
1042,SELL,-1,15985.229999999865,15987.839999999866,0.0
1043,SELL,-1,15985.229999999865,15991.629999999865,0.0
1044,BUY,1,15995.849999999864,15995.799999999865,0.0
1045,CLOSE,0,15999.989999999863,15999.989999999863,0.0
1046,CLOSE,0,15999.989999999863,15999.989999999863,0.0
1047,SELL,-1,15999.989999999863,15999.939999999864,0.0003
1049,SELL,-1,15999.989999999863,16002.779999999864,0.0
1050,CLOSE,0,16012.769999999862,16012.769999999862,0.0
1051,SELL,-1,16012.769999999862,16012.719999999863,0.0003
1052,BUY,1,16018.879999999863,16018.829999999864,0.0
1054,BUY,1,16018.879999999863,16025.479999999861,0.0
1055,BUY,1,16018.879999999863,16025.509999999864,0.0
1056,BUY,1,16018.879999999863,16026.059999999863,0.0
1057,BUY,1,16018.879999999863,16031.509999999864,0.0
1058,CLOSE,0,16067.249999999862,16067.249999999862,0.0
1059,BUY,1,16067.249999999862,16067.199999999862,0.0003
1060,SELL,-1,16073.549999999861,16073.499999999862,0.0
1061,SELL,-1,16073.549999999861,16078.94999999986,0.0
1062,BUY,1,16079.999999999862,16079.949999999862,0.0
1064,CLOSE,0,16084.299999999861,16084.299999999861,0.0
1066,BUY,1,16084.299999999861,16084.249999999862,0.0003
1069,SELL,-1,16087.569999999861,16087.519999999862,0.0
1070,BUY,1,16092.78999999986,16092.73999999986,0.0
1071,SELL,-1,16094.37999999986,16094.32999999986,0.0
1072,BUY,1,16098.64999999986,16098.59999999986,0.0
1073,BUY,1,16098.64999999986,16102.789999999859,0.0
1074,SELL,-1,16108.269999999859,16108.21999999986,0.0
1075,SELL,-1,16108.269999999859,16113.089999999858,0.0
1076,BUY,1,16122.539999999859,16122.48999999986,0.0
1077,SELL,-1,16126.159999999858,16126.109999999859,0.0
1078,BUY,1,16128.769999999859,16128.71999999986,0.0
1079,SELL,-1,16147.779999999859,16147.729999999858,0.0
1080,CLOSE,0,16149.64999999986,16149.64999999986,0.0
1081,SELL,-1,16149.64999999986,16149.59999999986,0.0003
1082,BUY,1,16159.209999999859,16159.159999999858,0.0
1084,SELL,-1,16164.939999999859,16164.889999999858,0.0
1085,CLOSE,0,16168.769999999859,16168.769999999859,0.0
1086,SELL,-1,16168.769999999859,16168.71999999986,0.0003
1087,SELL,-1,16168.769999999859,16171.349999999858,0.0
1089,BUY,1,16175.529999999857,16175.479999999858,0.0
1090,SELL,-1,16180.109999999855,16180.059999999856,0.0
1091,SELL,-1,16180.109999999855,16186.169999999855,0.0
1093,BUY,1,16186.549999999854,16186.499999999854,0.033
1095,SELL,-1,16194.609999999855,16194.559999999856,0.0
1096,SELL,-1,16194.609999999855,16197.229999999854,0.0
1098,BUY,1,16202.629999999855,16202.579999999856,0.0
1099,SELL,-1,16207.449999999855,16207.399999999856,0.0
1101,BUY,1,16215.099999999855,16215.049999999854,0.0221
1102,SELL,-1,16222.569999999854,16222.519999999855,0.0
1103,SELL,-1,16222.569999999854,16221.189999999853,0.0082
1104,BUY,1,16226.069999999854,16226.019999999855,0.0
1105,BUY,1,16226.069999999854,16236.229999999854,0.0
1106,SELL,-1,16239.829999999853,16239.779999999853,0.0
1107,BUY,1,16255.789999999852,16255.739999999852,0.0
1108,BUY,1,16255.789999999852,16261.649999999852,0.0
1109,SELL,-1,16265.699999999852,16265.649999999852,0.0
1110,SELL,-1,16265.699999999852,16271.859999999851,0.0
1113,BUY,1,16278.009999999853,16277.959999999854,0.0
1115,SELL,-1,16286.779999999853,16286.729999999854,0.0
1116,CLOSE,0,16289.049999999854,16289.049999999854,0.0
1117,SELL,-1,16289.049999999854,16288.999999999854,0.0003
1118,SELL,-1,16289.049999999854,16293.049999999854,0.0
1119,BUY,1,16289.449999999853,16289.399999999852,0.0224
1120,SELL,-1,16289.649999999852,16289.599999999853,0.0212
1121,BUY,1,16415.92999999985,16415.879999999852,0.0
1122,SELL,-1,16419.90999999985,16419.85999999985,0.0
1123,BUY,1,16427.21999999985,16427.16999999985,0.0
1124,BUY,1,16427.21999999985,16429.52999999985,0.0
1125,CLOSE,0,16445.32999999985,16445.32999999985,0.0
1126,BUY,1,16445.32999999985,16445.27999999985,0.0003
1127,CLOSE,0,16441.089999999847,16441.089999999847,0.0258
1128,SELL,-1,16441.089999999847,16441.039999999848,0.0261
1129,BUY,1,16446.549999999846,16446.499999999847,0.0
1130,BUY,1,16446.549999999846,16439.609999999848,0.0419
1131,SELL,-1,16443.729999999847,16443.679999999847,0.0171
1132,SELL,-1,16443.729999999847,16451.849999999846,0.0
1133,BUY,1,16458.879999999845,16458.829999999845,0.0
1134,SELL,-1,16464.909999999843,16464.859999999844,0.0
1135,CLOSE,0,16474.639999999843,16474.639999999843,0.0
1136,BUY,1,16474.639999999843,16474.589999999844,0.0003
1137,SELL,-1,16489.779999999842,16489.729999999843,0.0
1138,BUY,1,16498.869999999843,16498.819999999843,0.0
1139,BUY,1,16498.869999999843,16502.299999999843,0.0
1140,CLOSE,0,16513.05999999984,16513.05999999984,0.0
1141,SELL,-1,16513.05999999984,16513.009999999842,0.0003
1142,BUY,1,16541.85999999984,16541.80999999984,0.0
1143,BUY,1,16541.85999999984,16542.259999999842,0.0
1145,CLOSE,0,16551.14999999984,16551.14999999984,0.0
1146,BUY,1,16551.14999999984,16551.099999999842,0.0003
1147,CLOSE,0,16557.979999999843,16557.979999999843,0.0
1148,SELL,-1,16557.979999999843,16557.929999999844,0.0003
1149,BUY,1,16560.699999999844,16560.649999999845,0.0
1152,CLOSE,0,16562.459999999846,16562.459999999846,0.0
1153,SELL,-1,16562.459999999846,16562.409999999847,0.0003
1154,SELL,-1,16562.459999999846,16566.089999999847,0.0
1155,SELL,-1,16562.459999999846,16567.389999999847,0.0
1156,SELL,-1,16562.459999999846,16569.419999999845,0.0
1157,SELL,-1,16562.459999999846,16569.46999999985,0.0
1158,CLOSE,0,16573.21999999985,16573.21999999985,0.0
1159,CLOSE,0,16573.21999999985,16573.21999999985,0.0
1160,SELL,-1,16573.21999999985,16573.16999999985,0.0003
1161,SELL,-1,16573.21999999985,16576.68999999985,0.0
1162,BUY,1,16577.34999999985,16577.29999999985,0.0
1163,BUY,1,16577.34999999985,16579.81999999985,0.0
1164,BUY,1,16577.34999999985,16585.41999999985,0.0
1165,BUY,1,16577.34999999985,16589.949999999848,0.0
1166,CLOSE,0,16585.789999999848,16585.789999999848,0.0251
1167,BUY,1,16585.789999999848,16585.73999999985,0.0254
1168,SELL,-1,16585.359999999848,16585.30999999985,0.028
1169,BUY,1,16591.389999999847,16591.339999999847,0.0
1170,SELL,-1,16606.349999999846,16606.299999999846,0.0
1174,BUY,1,16620.679999999844,16620.629999999845,0.0271
1175,BUY,1,16620.679999999844,16617.479999999843,0.0461
1178,SELL,-1,16619.629999999845,16619.579999999845,0.0334
1180,SELL,-1,16619.629999999845,16621.559999999845,0.0215
1181,BUY,1,16632.229999999843,16632.179999999844,0.0
1182,SELL,-1,16647.679999999844,16647.629999999845,0.0
1184,BUY,1,16720.189999999842,16720.139999999843,0.0
1185,BUY,1,16720.189999999842,16720.019999999844,0.0007
1186,BUY,1,16720.189999999842,16715.12999999984,0.03
1187,BUY,1,16720.189999999842,16722.349999999842,0.0
1189,CLOSE,0,16730.769999999844,16730.769999999844,0.0
1190,SELL,-1,16730.769999999844,16730.719999999845,0.0003
1191,CLOSE,0,16733.479999999843,16733.479999999843,0.0
1194,BUY,1,16733.479999999843,16733.429999999844,0.0003
1195,CLOSE,0,16738.169999999842,16738.169999999842,0.0
1196,SELL,-1,16738.169999999842,16738.119999999843,0.0003
1197,BUY,1,16744.119999999843,16744.069999999843,0.0
1198,CLOSE,0,16753.049999999843,16753.049999999843,0.0
1199,BUY,1,16753.049999999843,16752.999999999844,0.0003
1200,CLOSE,0,16756.03999999984,16756.03999999984,0.0
1201,BUY,1,16756.03999999984,16755.98999999984,0.0003
1203,CLOSE,0,16761.58999999984,16761.58999999984,0.0
1204,BUY,1,16761.58999999984,16761.53999999984,0.0003
1206,SELL,-1,16801.489999999838,16801.43999999984,0.0
1207,SELL,-1,16801.489999999838,16809.589999999836,0.0
1208,BUY,1,16812.879999999837,16812.829999999838,0.0
1209,SELL,-1,16811.789999999837,16811.739999999838,0.0065
1212,BUY,1,16812.559999999838,16812.50999999984,0.0411
1213,CLOSE,0,16827.02999999984,16827.02999999984,0.0
1214,SELL,-1,16827.02999999984,16826.97999999984,0.0003
1215,BUY,1,16833.42999999984,16833.37999999984,0.0
1217,SELL,-1,16842.04999999984,16841.99999999984,0.0
1218,SELL,-1,16842.04999999984,16842.899999999838,0.0
1219,BUY,1,16849.92999999984,16849.87999999984,0.0
